HI_temperature,SII_temperature,SII_grade,SII_volume,HAI_energy,
1199.6805641428834,17.435405917816027,G1,small,118256.45941032615
1202.581045533217,11.407656721134089,G2,large,118859.23429451065
1199.3805641428834,17.135405917816027,G1,small,118256.25941032615
1202.481045533217,11.207656721134089,G2,large,118859.23429451065
1200.5381620702291,15.694755308639896,G1,small,118460.2244688102
1196.6996590304176,16.120282220750023,G1,large,118317.27180783986
1204.5823064661546,16.163041822018737,G1,large,118313.59579440192
1197.2374044112263,18.346329805131433,G2,small,118135.46695848434
1200.1132642279975,17.13321585835428,G2,small,118206.47842493427
1199.2782855951463,13.834351845896946,G2,large,118636.2648115293
1200.8381620702291,15.394755308639896,G1,small,118460.5244688102
1196.7996590304176,16.820282220750023,G1,large,118317.97180783986
1204.1823064661546,16.863041822018737,G1,large,118313.69579440192
1197.1374044112263,18.646329805131433,G2,small,118135.36695848434
1200.5132642279975,17.93321585835428,G2,small,118206.67842493427
1199.8782855951463,13.634351845896946,G2,large,118636.5648115293
1200.5132642279975,9.286865619619798,G2,large,119071.31340800396
1199.8782855951463,18.156530947317002,G1,small,119071.31340800396
